60°N 12°W,1018 hPa
60°N 12°W,1018 hPa
59°N 12°W,1019 hPa
59°N 12°W,1019 hPa
59°N 12°W,1019 hPa
58°N 12°W,1019 hPa
58°N 12°W,1019 hPa
58°N 12°W,1019 hPa
57°N 12°W,1019 hPa
57°N 12°W,1019 hPa
56°N 12°W,1018 hPa
56°N 12°W,1018 hPa
56°N 12°W,1018 hPa
55°N 12°W,1018 hPa
55°N 12°W,1017 hPa
54°N 12°W,1017 hPa
54°N 12°W,1018 hPa
54°N 12°W,1018 hPa
53°N 12°W,1018 hPa
53°N 12°W,1018 hPa
52°N 12°W,1018 hPa
52°N 12°W,1018 hPa
52°N 12°W,1018 hPa
51°N 12°W,1018 hPa
51°N 12°W,1018 hPa
50°N 12°W,1018 hPa
50°N 12°W,1018 hPa
49°N 12°W,1019 hPa
49°N 12°W,1019 hPa
48°N 12°W,1019 hPa
48°N 12°W,1021 hPa
47°N 12°W,1022 hPa
47°N 12°W,1022 hPa
46°N 12°W,1022 hPa
46°N 12°W,1023 hPa
45°N 12°W,1023 hPa
45°N 12°W,1023 hPa
44°N 12°W,1023 hPa
44°N 12°W,1023 hPa
43°N 12°W,1023 hPa
43°N 12°W,1023 hPa
42°N 12°W,1023 hPa
42°N 12°W,1024 hPa
41°N 12°W,1024 hPa
66°N 51°E,1024 hPa
40°N 12°W,1024 hPa
40°N 12°W,1024 hPa
39°N 12°W,1024 hPa
39°N 12°W,1024 hPa
38°N 12°W,1023 hPa
38°N 12°W,1023 hPa
37°N 12°W,1023 hPa
60°N 12°W,1018 hPa
60°N 12°W,1018 hPa
59°N 12°W,1018 hPa
59°N 12°W,1019 hPa
59°N 12°W,1020 hPa
58°N 12°W,1020 hPa
58°N 12°W,1018 hPa
58°N 12°W,1018 hPa
57°N 12°W,1018 hPa
57°N 12°W,1018 hPa
56°N 12°W,1018 hPa
56°N 12°W,1018 hPa
56°N 12°W,1019 hPa
55°N 12°W,1019 hPa
55°N 12°W,1019 hPa
54°N 12°W,1019 hPa
54°N 12°W,1018 hPa
54°N 12°W,1018 hPa
53°N 12°W,1018 hPa
53°N 12°W,1019 hPa
52°N 12°W,1019 hPa
52°N 12°W,1019 hPa
52°N 12°W,1020 hPa
51°N 12°W,1020 hPa
51°N 12°W,1020 hPa
50°N 12°W,1019 hPa
